Software Version,3.14.03,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Experiment File Path:,C:\Users\LABUSER\Desktop\Experiments\Kaizad P\2023-07-18_2wk_anoxia_tray1_redo.xpt,,,,,,,,,,,,
Protocol File Path:,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Plate Number,Plate 1,,,,,,,,,,,,
Date,7/18/23,,,,,,,,,,,,
Time,12:09:00 PM,,,,,,,,,,,,
Reader Type:,Synergy H1,,,,,,,,,,,,
Reader Serial Number:,1709086,,,,,,,,,,,,
Reading Type,Reader,,,,,,,,,,,,
,,,,,,,,,,,,,
Procedure Details,,,,,,,,,,,,,
,,,,,,,,,,,,,
Plate Type,96 WELL PLATE (Use plate lid),,,,,,,,,,,,
Eject plate on completion,,,,,,,,,,,,,
Read,Absorbance Endpoint,,,,,,,,,,,,
,Full Plate,,,,,,,,,,,,
,Wavelengths:  562,,,,,,,,,,,,
,Pathlength Correction: 977 / 900,,,,,,,,,,,,
,    Absorbance at 1 cm: 0.18,,,,,,,,,,,,
,"Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 8",,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Actual Temperature:,24,,,,,,,,,,,,
,,,,,,,,,,,,,
Results,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,
A,0.147,0.151,0.147,0.147,0.147,0.152,0.145,0.147,0.147,0.146,0.146,0.147,977 [Test]
,0.087,0.091,0.086,0.086,0.09,0.093,0.087,0.089,0.089,0.088,0.089,0.088,900 [Ref]
,0.338,0.338,0.336,0.337,0.319,0.33,0.322,0.324,0.326,0.322,0.316,0.327,Pathlength
,2.909,2.748,0.112,0.119,0.122,0.116,0.11,0.097,0.095,0.098,0.098,0.097,562
,8.611,8.136,0.334,0.352,0.381,0.352,0.341,0.299,0.291,0.305,0.311,0.297,Corrected [562]
B,0.146,0.144,0.148,0.148,0.148,0.15,0.148,0.084,0.084,0.083,0.084,0.083,977 [Test]
,0.088,0.089,0.087,0.088,0.087,0.089,0.087,0.083,0.081,0.082,0.083,0.082,900 [Ref]
,0.323,0.306,0.34,0.335,0.337,0.339,0.336,0.006,0.012,0.002,0.006,0.002,Pathlength
,1.377,1.001,0.091,0.101,0.088,0.092,0.09,0.093,0.092,0.089,0.092,0.09,562
,4.26,3.271,0.267,0.3,0.262,0.271,0.267,15.235,7.869,39.96,15.038,40.365,Corrected [562]
