Software Version,3.14.03,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Experiment File Path:,C:\Users\LABUSER\Desktop\Experiments\Kaizad P\2023-07-18_2wk_anoxia_tray3_diluted.xpt,,,,,,,,,,,,
Protocol File Path:,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Plate Number,Plate 1,,,,,,,,,,,,
Date,7/18/23,,,,,,,,,,,,
Time,12:13:34 PM,,,,,,,,,,,,
Reader Type:,Synergy H1,,,,,,,,,,,,
Reader Serial Number:,1709086,,,,,,,,,,,,
Reading Type,Reader,,,,,,,,,,,,
,,,,,,,,,,,,,
Procedure Details,,,,,,,,,,,,,
,,,,,,,,,,,,,
Plate Type,96 WELL PLATE (Use plate lid),,,,,,,,,,,,
Eject plate on completion,,,,,,,,,,,,,
Read,Absorbance Endpoint,,,,,,,,,,,,
,Full Plate,,,,,,,,,,,,
,Wavelengths:  562,,,,,,,,,,,,
,Pathlength Correction: 977 / 900,,,,,,,,,,,,
,    Absorbance at 1 cm: 0.18,,,,,,,,,,,,
,"Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 8",,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Actual Temperature:,24,,,,,,,,,,,,
,,,,,,,,,,,,,
Results,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,
A,0.081,0.079,0.151,0.148,0.152,0.15,0.149,0.149,0.15,0.149,0.145,0.147,977 [Test]
,0.08,0.081,0.087,0.085,0.089,0.089,0.088,0.088,0.09,0.089,0.088,0.088,900 [Ref]
,0.002,-0.009,0.353,0.351,0.35,0.34,0.34,0.335,0.334,0.332,0.318,0.33,Pathlength
,0.09,0.089,1.696,1.812,1.821,1.702,1.762,1.749,1.432,1.642,1.288,1.244,562
,40.41,-10.069,4.801,5.16,5.204,5.007,5.184,5.221,4.281,4.942,4.052,3.769,Corrected [562]
B,0.082,0.08,0.15,0.15,0.149,0.147,0.149,0.083,0.083,0.082,0.083,0.083,977 [Test]
,0.083,0.083,0.09,0.089,0.09,0.088,0.088,0.081,0.082,0.083,0.083,0.083,900 [Ref]
,-0.004,-0.018,0.333,0.338,0.329,0.328,0.342,0.007,0.006,-0.006,0.004,0.001,Pathlength
,0.091,0.089,2.179,2.184,2.173,2.217,2.194,0.09,0.09,0.088,0.09,0.089,562
,-20.475,-4.86,6.537,6.455,6.597,6.752,6.423,12.503,14.793,-15.894,23.169,160.56,Corrected [562]
